id,arxiv,title,authors,venue,venue_type,year,code_url,one_line_en,tags,relevance(1-5),reason
N-OT-11,2509.23348,Entering the Era of Discrete Diffusion Models: A Benchmark for Schrodinger Bridges and Entropic Optimal Transport,"Xavier Aramayo Carrasco, Grigoriy Ksenofontov, Aleksei Leonov, Iaroslav Sergeevich Koshelev, Alexander Korotin","arXiv preprint (comment empty, unverified)",preprint,2025,https://github.com/gregkseno/catsbench,"Builds the first benchmark for Schrodinger bridges on discrete spaces with analytically known solutions, and as a byproduct introduces the DLightSB, DLightSB-M and alpha-CSBM solvers.",discrete-sb;eot;benchmark;analytic-solution;solver;downloaded,5,"The evaluation protocol any entropic GFN-OT would be judged by, with ground truth available and code released. Also the cleanest evidence that the discrete SB field has enough solvers to need a benchmark - a crowding signal for topic 3."
N-OT-12,2607.19176,Exponential Convergence of the Sinkhorn Algorithm for the Schrodinger Bridge with Regime Switching,"Katharina Eichinger, Anna Kazeykina, Zhenjie Ren, Hecheng Wang","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Proves exponential convergence in relative entropy of the Sinkhorn algorithm for the Schrodinger bridge with regime switching on a hybrid state space R^d times a finite set, including a partially observed terminal setting.",schrodinger-bridge;sinkhorn;hybrid-state-space;discrete-regime;convergence;theory,4,"The rate result for a bridge whose state has a genuinely discrete component. It is the template for what a convergence statement over a discrete transport graph should look like, and it is stated under compactness rather than smoothness."
N-OT-13,2511.16458,A convex approach for Markov chain estimation from aggregate data via inverse optimal transport,"Michele Mascherpa, Axel Ringh, Amirhossein Taghvaei, Johan Karlsson","arXiv preprint (comment has no venue, unverified)",preprint,2025,unknown,"Estimates the transition matrix of a discrete-state Markov chain from aggregate distributions at successive times by jointly optimizing over the matrix and entropic transport plans, yielding a convex problem with a proximal algorithm.",inverse-ot;markov-chain;aggregate-data;entropic;convex;theory,4,"This is the inverse of what a GFlowNet does: they recover the kernel from marginals, we impose marginals and learn the kernel. The convexity of the joint formulation is a strong hint about which parameterizations keep the GFN-OT problem well posed."
N-OT-14,2506.22565,Adjoint Schrodinger Bridge Sampler,"Guan-Horng Liu, Jaemoo Choi, Yongxin Chen, Benjamin Kurt Miller, Ricky T. Q. Chen",NeurIPS 2025 (per arXiv comment),main,2025,https://github.com/facebookresearch/adjoint_samplers,"Adjoint Schrodinger Bridge Sampler learns to sample from unnormalized energies with a matching-based objective that needs no target samples, generalizing Adjoint Sampling to arbitrary source distributions by dropping the memoryless condition.",schrodinger-bridge;diffusion-sampler;adjoint-matching;boltzmann;soc,4,"The continuous-space counterpart of what an entropic GFN-OT would do with two prescribed endpoints, from a NeurIPS 2025 Oral with released code. Any epsilon>0 extension of O08 will be asked how it compares."
N-OT-15,2604.01144,Schrodinger Bridges and Density Steering Problems for Gaussian Mixtures Models in Discrete-Time,"George Rapakoulias, Fengjiao Liu, Panagiotis Tsiotras","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Constructs feasible Markovian policies for discrete-time Schrodinger bridges and density steering between Gaussian mixtures as mixtures of component-to-component optimal policies, with cost no worse than existing approximations.",schrodinger-bridge;discrete-time;gaussian-mixture;density-steering;policy,3,"Decomposing a bridge into elementary component-to-component policies is structurally the same move as decomposing a coupling into per-pair shortest paths, which is exactly step 1 of the O08 Theorem 3.2 proof."
N-OT-16,2503.23705,Steering Large Agent Populations using Mean-Field Schrodinger Bridges with Gaussian Mixture Models,"George Rapakoulias, Ali Reza Pedram, Panagiotis Tsiotras",L-CSS (per arXiv comment),journal,2025,unknown,"Approximates mean-field Schrodinger bridges between Gaussian mixture boundary distributions in closed form as a mixture of covariance-steering policies, with no learning step and support for state constraints.",mean-field-sb;multi-agent;covariance-steering;closed-form;control,3,"Mean-field means the cost depends on the current population, the ingredient GSBoG has and GFlowNets do not. This shows what the closed-form regime looks like before any learning is involved."
N-OT-17,2605.06829,"A Unified Measure-Theoretic View of Diffusion, Score-Based, and Flow Matching Generative Models","Aditya Ranganath, Mukesh Singhal","arXiv preprint (comment has no venue, unverified)",preprint,2026,unknown,"Unified measure-theoretic survey of diffusion, score-based and flow-matching generative models as learning a time-dependent vector field, with a section connecting them to Schrodinger bridges and entropic OT.",survey;flow-matching;score-based;schrodinger-bridge;eot,3,"Useful map of which continuous-time transport objective corresponds to which training loss, which is the vocabulary we need when arguing that a discrete-step GFlowNet is not just a coarse diffusion sampler."
N-OT-18,2605.20883,Learning fMRI activations dictionaries across individual geometries via optimal transport,"Sonia Mazelet, Remi Flamary, Bertrand Thirion","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Learns fMRI activation dictionaries across individual brain geometries by comparing graphs with the Fused Gromov-Wasserstein distance, using an amortized neural network to predict approximate transport plans and atoms that depend on the FGW tradeoff parameter.",amortized-ot;fgw;graph-ot;conditional;dictionary-learning;fmri;downloaded,5,"Same authors as ULOT (C01). It confirms the amortized-conditional-graph-OT niche is being actively expanded by the incumbent team, which is the concrete reason topic 2 in the competitor matrix stays high risk."
N-OT-19,2604.15114,Amortized Optimal Transport from Sliced Potentials,"Minh-Phuc Truong, Khai Nguyen","arXiv preprint (comment has no venue, unverified)",preprint,2026,unknown,"Predicts OT plans across many measure pairs by amortizing Kantorovich potentials from sliced OT, with a regression-based and an objective-based variant, then recovering the plan from the estimated potentials.",amortized-ot;sliced;kantorovich-potential;plan-prediction;regression,4,"Amortizes the dual potential rather than the plan. That is the same object as the BFS-distance potential in O08 Theorem 3.3, so the parameterization and the training losses transfer almost directly."
N-OT-20,2511.19741,Efficient Transferable Optimal Transport via Min-Sliced Transport Plans,"Xinran Liu, Elaheh Akbari, Rocio Diaz Martin, Navid NaderiAlizadeh, Soheil Kolouri","arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Studies whether an optimized slicer in the min-Sliced Transport Plan framework transfers to new distribution pairs, proving stability under perturbations and adding a minibatch formulation with statistical guarantees.",amortized-ot;sliced;transferability;minibatch;theory,4,"The transferability question stated formally: does a solver trained on one (mu,nu) still work on a nearby pair. That is the theoretical core of any conditional GFN-OT claim, and here it already has a proof technique."
N-OT-21,2608.28262,SinkSLOT: Sinkhorn via Sparse Lifted Optimal Transport,"Ian Hsieh, Soumya Snigdha Kundu, Tom Vercauteren, Reuben Dorent","arXiv preprint (comment empty, unverified)",preprint,2026,https://github.com/cai4cai/SinkSLOT,"SinkSLOT sparsifies the Gibbs kernel using an expected sliced lifted transport plan as a non-independent reference coupling, giving O(LN) per-iteration cost with a convergence proof and no debiasing needed.",sinkhorn;sparse;lifted;eot;solver;convergence,4,"A current-generation entropic solver baseline. If our claim is that GFlowNets help when N is large, this is the number to beat on any instance that can still be written down explicitly."
N-OT-22,2602.03566,Riemannian Neural Optimal Transport,"Alessandro Micheli, Yueqi Cao, Anthea Monod, Samir Bhatt","arXiv preprint (comment has no venue, unverified)",preprint,2026,unknown,"Proves that any manifold OT method producing discrete approximations of transport maps suffers the curse of dimensionality, then introduces continuous neural parameterizations with sub-exponential complexity.",neural-ot;riemannian;curse-of-dimensionality;approximation;theory,3,"The lower bound for discretization-based transport is the general form of our argument against materializing a cost matrix on a huge implicit graph, stated for manifolds instead of combinatorial graphs."
N-OT-23,2605.04255,Entropic Riemannian Neural Optimal Transport,"Alessandro Micheli, Silvia Sapora, Anthea Monod, Samir Bhatt","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,Entropic Riemannian Neural OT learns a single target-side Schrodinger potential through a neural pullback parameterization and recovers the induced Gibbs coupling with convergence guarantees for fixed regularization.,neural-ot;entropic;riemannian;schrodinger-potential;amortized,3,"Shows that learning one potential is enough to reconstruct the entropic coupling. The same single-network trick applies to the extended dual in O08 Appendix A.4, where a_x and b_u come from one potential."
N-OT-24,2509.25444,Neural Optimal Transport Meets Multivariate Conformal Prediction,"Vladimir Kondratyev, Alexander Fishkov, Nikita Kotelevskii, Mahmoud Hegazy, Remi Flamary, et al.","arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Parameterizes the conditional vector quantile function as the gradient of an input-convex neural network and amortizes the dual potentials, then uses the induced multivariate ranks for conformal prediction.",neural-ot;amortized;dual-potential;conformal;icnn,3,"A worked example of amortizing dual potentials with finite-sample validity attached. If we want a certificate rather than a point estimate, this is the closest published pattern."
N-OT-25,2503.12633,Fast filtering of non-Gaussian models using Amortized Optimal Transport Maps,"Mohammad Al-Jarrah, Bamdad Hosseini, Amirhossein Taghvaei","arXiv preprint (comment has no venue, unverified)",preprint,2025,unknown,"The amortized optimal transport filter clusters pre-trained OT maps offline and takes a weighted average of the relevant subset at inference time, avoiding per-step retraining.",amortized-ot;filtering;clustering;mixture-of-experts;online,3,"Cheap amortization by interpolating between cached solutions. It is the baseline that a conditional GFN-OT must beat, and it is much easier to implement than a conditional policy."
N-OT-26,2605.08254,HyperTransport: Amortized Conditioning of T2I Generative Models,"Valentino Maiorca, Eleonora Gualdoni, Xavier Suau, Marco Cuturi, Luca Zappella, et al.","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"HyperTransport trains a hypernetwork end-to-end with an optimal transport loss to map concept embeddings directly to intervention parameters, producing a new intervention in one forward pass.",amortized;hypernetwork;ot-loss;conditioning;steering,3,"Hypernetwork conditioning is an alternative to conditioning the policy input. Worth considering if we ever train one model over a family of (L,R) marginals."
N-OT-27,2605.08793,cuRegOT: A GPU-Accelerated Solver for Entropic-Regularized Optimal Transport,Yixuan Qiu,"arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"cuRegOT is a GPU solver for entropic regularized OT with amortized symbolic analysis, asynchronous Sinkhorn iterate generation and a fused gradient kernel, with convergence guarantees.",solver;gpu;entropic;sinkhorn;quasi-newton;engineering,3,The engineering ceiling for classical entropic OT on GPU. Any wall-clock claim about learned transport has to be measured against this rather than against a CPU Sinkhorn.
N-OT-28,2601.22856,OptiMAG: Structure-Semantic Alignment via Unbalanced Optimal Transport,"Yilong Zuo, Xunkai Li, Zhihan Zhang, Qiangqiang Dai, Ronghua Li, et al.","arXiv preprint (comment empty, unverified)",preprint,2026,mentioned-no-url,OptiMAG regularizes multimodal attributed graphs with Fused Gromov-Wasserstein plus a KL divergence penalty to align implicit modality structure with the explicit graph structure.,unbalanced;fgw;graph;kl-penalty;regularizer,3,"A drop-in unbalanced FGW regularizer on graphs. Shows how routinely the KL-relaxed marginal is now used, which weakens any claim that handling unequal mass is itself novel."
N-OT-29,2602.09933,Unbalanced optimal transport for robust longitudinal lesion evolution with registration-aware and appearance-guided priors,"Melika Qahqaie, Dominik Neumann, Tobias Heimann, Andreas Maier, Veronika A. Zimmer",ISBI) 2026 (per arXiv comment),main,2026,unknown,"Uses unbalanced optimal transport with a registration-aware cost to match lesions across longitudinal CT scans, recovering appearance, disappearance, merging and splitting without heuristic rules.",unbalanced;matching;longitudinal;pruning;medical,3,A clean demonstration that mass creation and destruction are what unbalanced OT buys you. The same vocabulary maps onto the virtual source-sink edge proposed in the O08 report section 7.6.
N-OT-30,2602.08417,Graph-Loc: Robust Graph-Based LiDAR Pose Tracking with Compact Structural Map Priors under Low Observability and Occlusion,"Wentao Zhao, Yihe Niu, Zikun Chen, Rui Li, Yanbo Wang, et al.","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Graph-Loc performs scan-to-map association through unbalanced optimal transport with a local graph-context regularizer, using the relaxed mass conservation to survive occlusion and fragmented structure.",unbalanced;graph-matching;localization;occlusion;robotics,3,"Real-time unbalanced graph matching under partial observation. It is evidence that relaxing marginals is the standard fix for missing mass, and it runs at sensor rates."
N-OT-31,2605.02497,Closed Forms for Gaussian Kullback--Leibler Unbalanced Optimal Transport without Coupling Entropy,"Jiaping Yang, Yunxin Zhang","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Derives an explicit solution for static KL-unbalanced OT between Gaussians with quadratic cost and two independent relaxation parameters and no coupling entropy, with the covariance solving a Riccati equation and a quadratic KL dual certificate.",unbalanced;gaussian;kl-relaxation;closed-form;riccati;theory,3,"The rare unbalanced setting where a dual certificate is explicit. Since we want certificates rather than only convergence, the structure of their dual is worth copying even though the Gaussian case is far from graphs."
N-OT-32,2606.07239,Generative Molecular Morphing for Flexible-Size Design via Unbalanced Optimal Transport,"Malte Franke, Stefan P. Schmid, Zarko Ivkovic, Kjell Jorner, Andreas Krause","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Morph uses unbalanced optimal transport to let a 3D molecular generative model change the number of atoms during generation, integrating scaffolds and improving property steering.",unbalanced;molecular;flexible-size;generative;geometric-graph,3,"Variable object size handled by unbalanced transport in a generative model. That is the closest existing analogue of a GFlowNet whose terminal states have different sizes, which is the normal case in molecule editing."
N-OT-33,2503.15105,"Control, Optimal Transport and Neural Differential Equations in Supervised Learning","Minh-Nhat Phung, Minh-Binh Tran","arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Constructs vector fields for Neural ODEs that converge to true unbalanced OT dynamics by generalizing a discrete UOT problem with Pearson divergence, with a Sinkhorn-inspired scheme and explicit error estimates.",unbalanced;neural-ode;sinkhorn;convergence;error-estimate;theory,3,One of the few unbalanced results with explicit error estimates rather than asymptotics. The discrete-to-continuum construction is a usable template for turning our discrete flow into a certified approximation.
N-OT-34,2506.11969,A Robust Local Frechet Regression Using Unbalanced Neural Optimal Transport with Applications to Dynamic Single-cell Genomics Data,"Binghao Yan, Hongzhe Li","arXiv preprint (comment has no venue, unverified)",preprint,2025,unknown,"Robust local Frechet regression using an unbalanced neural OT Wasserstein distance to interpolate high-dimensional cell distributions at unobserved times, with generative networks producing the distributions.",unbalanced;neural-ot;frechet-regression;single-cell;interpolation,3,Interpolating between prescribed marginals at intermediate times is what a bridge does; doing it with unbalanced OT and a generative net is the applied version of the setting we care about.
N-OT-35,2605.27883,Stability of Quadratically Regularized Optimal Transport,"Alberto Gonzalez-Sanz, Marcel Nutz","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Quantitative stability theory for quadratically regularized OT under perturbations of marginals, cost and regularization, centred on an L-infinity stability result for the dual potentials and yielding local Lipschitz stability of the optimal support.",quadratic-regularization;stability;dual-potential;support;error-bound;theory,4,"This is the stability-in-the-marginals ingredient the draft bound in the O08 report section 7.2 needs, and it is for the quadratic regularization that O02 (Essid and Solomon) uses on graphs. Directly reusable."
N-OT-36,2605.27175,Polyak-Lojasiewicz Inequality for Quadratically Regularized Optimal Transport,"Alberto Gonzalez-Sanz, Marcel Nutz, Andres Riveros Valdevenito","SIAM Journal on Optimization, to appear (per arXiv comment)",journal,2026,unknown,"Establishes a local error bound and a Polyak-Lojasiewicz inequality for the quadratically regularized OT dual with explicit constants, giving linear convergence rates for gradient and coordinate ascent.",quadratic-regularization;polyak-lojasiewicz;error-bound;linear-convergence;theory,4,A PL inequality on the dual is the strongest form of the claim that dual suboptimality controls primal error. It is what would let us translate a measured primal-dual gap into a transport-cost gap with a constant rather than an order.
N-OT-37,2604.22366,Statistical Estimation of Monge Transport Maps via Brenier Potentials,"Elsa Cazelles, Edouard Pauwels, Leo Portales","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Statistical estimator for Monge maps built from the dual solution of the discrete sampled problem, with convergence rates from a new error bound for quadratic OT and sharper rates in the semi-discrete case.",monge;brenier-potential;estimator;convergence-rate;error-bound;theory,4,Turns a finite-sample dual solution into a certified map estimate with no smoothness assumption. The semi-discrete case is the closest continuous analogue of transporting onto a finite terminal set.
N-OT-38,2608.29152,Uniform Statistical Convergence of Empirical Sinkhorn Potentials with Exponential and Polynomial Dependence on the Regularization Parameter,Denis Belomestny,"arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"Non-asymptotic n^{-1/2} rates for empirical Sinkhorn potentials in the quotient supremum norm, with conditions under which the constant depends polynomially rather than exponentially on 1/epsilon, plus matching minimax lower bounds.",sinkhorn;potential;uniform-convergence;minimax;regularization-dependence;theory,4,Quantifies how badly entropic estimates degrade as the regularization vanishes. That is the exact cost of moving an entropic GFN-OT towards the unregularized LP that O08 actually solves.
N-OT-39,2508.17641,An efficient algorithm for entropic optimal transport under martingale-type constraints,"Xun Tang, Michael Shavlovsky, Holakou Rahmanian, Tesi Xiao, Lexing Ying","arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Entropic OT under martingale-type conditions, noting that these are row-wise equality or inequality constraints on the coupling, solved by Sinkhorn-type algorithms with sparse Newton iterations.",eot;structural-constraints;martingale;sinkhorn;sparse-newton;solver,4,"The generic recipe for entropic OT with extra structural constraints on the coupling. O08 adds exactly one such constraint (fixing the first-step edge flow), so this is the classical solver we would be replacing."
N-OT-40,2512.05282,Entropic selection for optimal transport on the line with distance cost,Armand Ley,"arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Studies the small-regularization limit of entropic OT on the line with distance cost, proposes a candidate limit object and proves convergence under mutual singularity, plus weak multiplicativity of every limit point.",entropic-limit;distance-cost;transport-rays;selection;theory,3,"Distance cost is the continuous version of a shortest-path ground cost, and it is exactly the degenerate case where the optimal plan is not unique - the same non-uniqueness we should expect on unweighted graphs."
N-OT-41,2502.16370,Entropic Selection Principle for Monge's Optimal Transport,"Shrey Aryan, Promit Ghosal","arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Resolves the small-regularization limit of entropic OT with Euclidean distance cost in dimension greater than one, showing the limit plan is supported on transport rays and minimizes a relative entropy within each ray.",entropic-limit;monge;transport-rays;selection;theory,3,"The entropic limit selects a specific solution among many optimal ones. If we ever add an entropy term to break the tie between equal-cost shortest paths, this describes what tie-break we would be choosing."
N-OT-42,2604.14265,Reinforcement Learning via Value Gradient Flow,"Haoran Xu, Kaiwen Hu, Somayeh Sojoudi, Amy Zhang",ICLR 2026 (per arXiv comment),main,2026,https://ryanxhr.github.io/vgf,"Value Gradient Flow casts behavior-regularized RL as an optimal transport problem from the reference distribution to the value-induced optimal policy, solved by discrete gradient flow with regularization controlled by the transport budget.",rl;ot;gradient-flow;transport-budget;behavior-regularized,4,Regularization as a transport budget rather than a KL coefficient is a different knob from the one GFlowNets use. It is the cleanest existing statement that policy improvement itself can be written as a transport problem.
N-OT-43,2605.26078,Global Convergence of Wasserstein Policy Gradient for Entropy-Regularized Reinforcement Learning,"Zhaoyu Zhu, Rui Gao, Shuang Li","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,Proves global convergence of Wasserstein policy gradient for entropy-regularized RL by replacing convexity with a Bellman-based argument that yields a distributional Polyak-Lojasiewicz condition under a uniform log-Sobolev inequality.,rl;wasserstein-policy-gradient;entropy-regularized;global-convergence;theory,4,A convergence proof for a transport-geometry policy update in exactly the entropy-regularized RL framework that GFlowNets are known to be equivalent to. The proof strategy is the most plausible route to a convergence result for GFN-OT training.
N-OT-44,2507.22270,Weighted Conditional Flow Matching,"Sergio Calvo-Ordonez, Matthieu Meunier, Alvaro Cartea, Christoph Reisinger, Yarin Gal, et al.","arXiv preprint (comment has no venue, unverified)",preprint,2025,unknown,"Weighted Conditional Flow Matching reweights each training pair with a Gibbs kernel, recovering the entropic OT coupling up to a marginal bias, and is shown equivalent to minibatch OT in the large-batch limit.",flow-matching;entropic-ot;gibbs-weighting;minibatch;theory,4,"Obtains an entropic coupling by reweighting samples instead of running a solver. If it transfers, the same reweighting could turn on-policy GFlowNet rollouts into an entropic transport objective without an inner Sinkhorn loop."
N-OT-45,2510.15388,Iterative Refinement of Flow Policies in Probability Space for Online Reinforcement Learning,"Mingyang Sun, Pengxiang Ding, Weinan Zhang, Donglin Wang","arXiv preprint (comment empty, unverified)",preprint,2025,unknown,"Stepwise Flow Policy shows that discretizing flow-matching inference with a fixed-step Euler scheme aligns it with the variational JKO principle, giving stable online fine-tuning with Wasserstein trust regions.",rl;jko;flow-policy;wasserstein-trust-region;fine-tuning,3,"Each discrete step is a JKO update, i.e. a small transport problem. That is the closest existing justification for treating a fixed number of discrete steps as a legitimate transport discretization."
N-OT-46,2603.12366,Sinkhorn-Drifting Generative Models,"Ping He, Om Khangaonkar, Hamed Pirsiavash, Yikun Bai, Soheil Kolouri","arXiv preprint (comment empty, unverified)",preprint,2026,https://mint-vu.github.io/SinkhornDrifting,"Links drifting generative dynamics to Sinkhorn-divergence gradient flows via a cross-minus-self decomposition, using the definiteness of the Sinkhorn divergence to resolve an identifiability gap in prior drift formulations.",sinkhorn-divergence;gradient-flow;drift;identifiability;generative,3,Uses a divergence property to prove that zero drift implies distribution matching. That is precisely the kind of identifiability argument a GFN-OT residual-to-gap bound needs at its base.
N-OT-47,2602.23566,Flowette: Flow Matching with Graphette Priors for Graph Generation,"Asiri Wijesinghe, Sevvandi Kandanaarachchi, Daniel M. Steinberg, Cheng Soon Ong","arXiv preprint (comment has no venue, unverified)",preprint,2026,unknown,Flowette is a continuous flow-matching framework for attributed graph generation with optimal-transport-based coupling and graphette structural priors generalizing graphons.,graph-generation;flow-matching;ot-coupling;structural-prior;motifs,3,"Uses OT coupling to align source and target graph representations during training. It is the graph-generation counterpart to the transport view, and its ablation isolates how much the OT coupling itself contributes."
N-OT-48,2608.29635,Unsupervised Multi-Scale Gromov-Wasserstein Hypergraph Alignment,"Lutz Oettershagen, Honglian Wang, Aristides Gionis",ICDM 2026 (per arXiv comment),main,2026,unknown,FALCON aligns hypergraphs without features or seeds by building a filtration-induced sequence of clique-based dissimilarity matrices and solving one shared multi-scale Gromov-Wasserstein objective.,gromov-wasserstein;hypergraph;alignment;multi-scale;unsupervised,3,"One shared plan across multiple resolutions of the same object. If we ever want a GFlowNet transport policy that is consistent across coarsenings of the state graph, this is the objective to compare against."
N-OT-49,2607.17082,OTAP: Structure-Aware Optimal Transport for Evaluating Planning and Execution in Agent Trajectories,"Babak Barazandeh, Subhabrata Majumdar, George Michailidis","arXiv preprint (comment empty, unverified)",preprint,2026,unknown,"OTAP evaluates agent trajectories as an unbalanced fused Gromov-Wasserstein distance between attributed dependency graphs, provably invariant to dependency-preserving reordering and bounded in sensitivity to redundant steps.",unbalanced;fused-gromov-wasserstein;trajectory;evaluation;pseudo-metric,3,Treats a trajectory as a graph and transports between trajectories. That is an unusual inversion of our setting (we transport along a trajectory) and it shows what invariances a trajectory-level cost should have.
